-0.1485	0
-0.1455	0
-0.1425	0
-0.1395	0
-0.1365	0
-0.1335	0
-0.1305	0
-0.1275	0
-0.1245	0
-0.1215	0
-0.1185	0
-0.1155	0
-0.1125	0
-0.1095	0
-0.1065	0
-0.1035	0.000128345
-0.1005	0.000348366
-0.0975	0.003575281
-0.0945	0.016428284
-0.0915	0.060542739
-0.0885	0.143032013
-0.0855	0.282785479
-0.0825	0.472092409
-0.0795	0.682366337
-0.0765	0.843914191
-0.0735	0.916922442
-0.0705	0.929557756
-0.0675	0.936632013
-0.0645	0.939554455
-0.0615	0.954391089
-0.0585	0.972077558
-0.0555	0.942422442
-0.0525	0.963171617
-0.0495	0.969948845
-0.0465	0.961825083
-0.0435	0.958052805
-0.0405	0.959085809
-0.0375	0.9725
-0.0345	0.982470297
-0.0315	0.996622112
-0.0285	0.981955446
-0.0255	0.979079208
-0.0225	0.988663366
-0.0195	0.991
-0.0165	0.999160066
-0.0135	0.9835033
-0.0105	0.999287129
-0.0075	0.995909241
-0.0045	0.98150165
-0.0015	0.986443894
0.0015	1.006437294
0.0045	0.987658416
0.0075	0.988466997
0.0105	0.990151815
0.0135	1.001105611
0.0165	0.992318482
0.0195	0.997193069
0.0225	0.972988449
0.0255	0.98640099
0.0285	0.993694719
0.0315	0.986014851
0.0345	0.981973597
0.0375	0.970039604
0.0405	0.975267327
0.0435	0.973564356
0.0465	0.972425743
0.0495	0.973268977
0.0525	0.958138614
0.0555	0.94339934
0.0585	0.955737624
0.0615	0.945848185
0.0645	0.942323432
0.0675	0.948770627
0.0705	0.935318482
0.0735	0.917859736
0.0765	0.846341584
0.0795	0.691328383
0.0825	0.453759076
0.0855	0.274653465
0.0885	0.148918812
0.0915	0.061734488
0.0945	0.016208251
0.0975	0.003447046
0.1005	0.000348365
0.1035	0
0.1065	0
0.1095	0
0.1125	0
0.1155	0
0.1185	0
0.1215	0
0.1245	0
0.1275	0
0.1305	0
0.1335	0
0.1365	0
0.1395	0
0.1425	0
0.1455	0
0.1485	0
